Latitude (decimal degrees):	50.763
Longitude (decimal degrees):	6.074
Elevation (m):	190
Radiation database:	PVGIS-SARAH2


Slope: 42 deg. (optimum)
Azimuth: -3 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	20.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20200406:2210,0.0,0.0,0.0,10.28,2.14,0.0
20200406:2310,0.0,0.0,0.0,9.77,1.72,0.0
20200407:0010,0.0,0.0,0.0,8.98,1.59,0.0
20200407:0110,0.0,0.0,0.0,8.93,1.38,0.0
20200407:0210,0.0,0.0,0.0,8.29,1.38,0.0
20200407:0310,0.0,0.0,0.0,8.08,1.17,0.0
20200407:0410,0.0,0.0,0.0,9.12,0.69,0.0
20200407:0510,0.0,0.0,0.0,9.3,0.07,0.0
20200407:0610,1394.0,105.82,10.45,7.83,0.97,0.0
20200407:0710,4432.0,275.7,19.83,10.04,1.59,0.0
20200407:0810,10161.0,612.49,28.71,11.5,2.41,0.0
20200407:0910,13345.4,817.53,36.51,13.02,2.83,0.0
20200407:1010,15525.0,972.44,42.47,14.33,2.9,0.0
20200407:1110,16232.8,1025.77,45.71,15.62,3.24,0.0
20200407:1210,16209.4,1028.44,45.55,16.65,3.31,0.0
20200407:1310,14560.4,916.54,42.04,17.24,3.17,0.0
20200407:1410,12159.0,756.1,35.88,17.58,3.03,0.0
20200407:1510,8885.2,549.36,27.96,17.42,3.1,0.0
20200407:1610,4649.8,306.97,19.02,17.32,3.1,0.0
20200407:1710,898.4,90.87,9.61,16.72,2.69,0.0
20200407:1810,0.0,0.0,0.0,15.05,2.62,0.0
20200407:1910,0.0,0.0,0.0,14.15,2.76,0.0
20200407:2010,0.0,0.0,0.0,13.0,2.55,0.0
20200407:2110,0.0,0.0,0.0,12.0,2.55,0.0
20200407:2210,0.0,0.0,0.0,11.34,2.69,0.0
20200407:2310,0.0,0.0,0.0,11.02,2.83,0.0
20200408:0010,0.0,0.0,0.0,10.57,2.69,0.0
20200408:0110,0.0,0.0,0.0,9.89,2.62,0.0
20200408:0210,0.0,0.0,0.0,9.3,2.62,0.0
20200408:0310,0.0,0.0,0.0,8.83,2.69,0.0
20200408:0410,0.0,0.0,0.0,8.35,2.62,0.0
20200408:0510,0.0,0.0,0.0,7.86,2.55,0.0
20200408:0610,1134.4,85.62,10.79,8.48,2.34,0.0
20200408:0710,4134.8,259.87,20.17,11.94,1.79,0.0
20200408:0810,9640.2,600.74,29.06,16.09,1.31,0.0
20200408:0910,12323.4,793.52,36.87,18.46,1.03,0.0
20200408:1010,13762.2,910.07,42.85,19.84,0.9,0.0
20200408:1110,15036.6,1010.88,46.09,20.37,0.97,0.0
20200408:1210,13293.8,884.1,45.92,20.82,0.76,0.0
20200408:1310,9565.0,621.85,42.37,20.77,0.21,0.0
20200408:1410,8109.4,517.74,36.17,20.72,0.83,0.0
20200408:1510,5979.8,380.37,28.22,20.26,1.38,0.0
20200408:1610,4196.0,281.4,19.27,19.62,1.38,0.0
20200408:1710,946.8,87.79,9.86,18.75,1.45,0.0
20200408:1810,0.0,0.0,0.0,17.17,1.72,0.0
20200408:1910,0.0,0.0,0.0,15.62,1.86,0.0
20200408:2010,0.0,0.0,0.0,13.99,2.0,0.0
20200408:2110,0.0,0.0,0.0,12.76,2.07,0.0
20200408:2210,0.0,0.0,0.0,11.45,2.07,0.0
20200408:2310,0.0,0.0,0.0,10.48,2.0,0.0
20200409:0010,0.0,0.0,0.0,9.91,1.93,0.0
20200409:0110,0.0,0.0,0.0,9.59,1.86,0.0
20200409:0210,0.0,0.0,0.0,9.5,1.79,0.0
20200409:0310,0.0,0.0,0.0,8.93,1.93,0.0
20200409:0410,0.0,0.0,0.0,8.28,1.93,0.0
20200409:0510,0.0,0.0,0.0,7.76,1.72,0.0
20200409:0610,1859.8,144.54,11.12,11.38,0.76,0.0
20200409:0710,6139.6,384.97,20.51,12.19,0.83,0.0
20200409:0810,10119.2,627.13,29.4,14.13,1.1,0.0
20200409:0910,13108.0,833.49,37.23,15.85,1.24,0.0
20200409:1010,15134.8,982.18,43.23,17.37,1.66,0.0
20200409:1110,16220.2,1057.09,46.47,18.32,2.28,0.0
20200409:1210,16223.8,1050.32,46.28,18.77,2.76,0.0
20200409:1310,14816.4,942.72,42.7,18.65,3.03,0.0
20200409:1410,12359.8,773.22,36.46,18.59,3.03,0.0
20200409:1510,8923.4,553.78,28.48,18.25,3.17,0.0
20200409:1610,4782.2,316.69,19.51,17.76,3.24,0.0
20200409:1710,911.6,94.18,10.1,16.8,2.76,0.0
20200409:1810,0.0,0.0,0.0,15.14,2.62,0.0
20200409:1910,0.0,0.0,0.0,13.92,2.55,0.0
20200409:2010,0.0,0.0,0.0,12.75,2.41,0.0
20200409:2110,0.0,0.0,0.0,11.71,2.28,0.0
20200409:2210,0.0,0.0,0.0,10.71,2.21,0.0
20200409:2310,0.0,0.0,0.0,9.61,2.07,0.0
20200410:0010,0.0,0.0,0.0,8.51,1.93,0.0
20200410:0110,0.0,0.0,0.0,7.55,1.93,0.0
20200410:0210,0.0,0.0,0.0,6.75,1.86,0.0
20200410:0310,0.0,0.0,0.0,6.11,1.79,0.0
20200410:0410,0.0,0.0,0.0,5.76,1.72,0.0
20200410:0510,0.0,0.0,0.0,5.47,1.66,0.0
20200410:0610,2135.6,164.33,11.45,6.46,1.31,0.0
20200410:0710,6566.4,406.52,20.85,10.65,1.52,0.0
20200410:0810,10617.0,648.99,29.75,13.01,1.93,0.0
20200410:0910,13422.6,835.63,37.59,14.79,2.34,0.0
20200410:1010,15295.8,969.64,43.6,16.18,2.69,0.0
20200410:1110,16153.2,1035.93,46.85,17.21,2.83,0.0
20200410:1210,16033.6,1029.58,46.64,17.88,2.9,0.0
20200410:1310,14687.8,930.65,43.02,18.11,3.1,0.0
20200410:1410,12358.6,768.83,36.75,18.12,3.38,0.0
20200410:1510,9010.0,556.16,28.74,17.73,3.66,0.0
20200410:1610,4819.4,317.19,19.76,17.01,3.66,0.0
20200410:1710,917.6,95.77,10.34,16.09,3.1,0.0
20200410:1810,0.0,0.0,0.0,14.55,2.97,0.0
20200410:1910,0.0,0.0,0.0,13.2,3.03,0.0
20200410:2010,0.0,0.0,0.0,11.84,2.83,0.0
20200410:2110,0.0,0.0,0.0,10.7,2.69,0.0
20200410:2210,0.0,0.0,0.0,9.7,2.55,0.0
20200410:2310,0.0,0.0,0.0,8.87,2.34,0.0
20200411:0010,0.0,0.0,0.0,8.04,2.14,0.0
20200411:0110,0.0,0.0,0.0,7.32,2.07,0.0
20200411:0210,0.0,0.0,0.0,6.67,2.07,0.0
20200411:0310,0.0,0.0,0.0,6.11,2.07,0.0
20200411:0410,0.0,0.0,0.0,5.68,2.14,0.0
20200411:0510,15.4,7.47,2.34,5.37,2.14,0.0
20200411:0610,2185.8,167.24,11.78,6.59,1.79,0.0
20200411:0710,6701.6,413.79,21.18,10.46,1.72,0.0
20200411:0810,10683.8,654.38,30.09,13.37,1.93,0.0
20200411:0910,13652.8,853.34,37.95,15.12,2.28,0.0
20200411:1010,15537.2,996.28,43.97,16.74,2.28,0.0
20200411:1110,16205.6,1062.43,47.22,18.13,1.93,0.0
20200411:1210,15950.6,1055.4,46.99,18.89,1.59,0.0
20200411:1310,14363.2,941.43,43.34,19.46,1.38,0.0
20200411:1410,9103.8,577.65,37.04,19.71,1.17,0.0
20200411:1510,8672.4,554.17,29.0,19.88,0.9,0.0
20200411:1610,3516.2,236.26,20.0,19.65,1.1,0.0
20200411:1710,937.0,78.36,10.58,18.42,1.52,0.0
20200411:1810,0.0,0.0,0.0,16.79,1.93,0.0
20200411:1910,0.0,0.0,0.0,15.96,2.07,0.0
20200411:2010,0.0,0.0,0.0,14.25,1.86,0.0
20200411:2110,0.0,0.0,0.0,12.48,1.93,0.0
20200411:2210,0.0,0.0,0.0,11.23,2.21,0.0
20200411:2310,0.0,0.0,0.0,10.64,2.41,0.0
20200412:0010,0.0,0.0,0.0,10.61,2.69,0.0
20200412:0110,0.0,0.0,0.0,10.5,2.76,0.0
20200412:0210,0.0,0.0,0.0,10.02,2.62,0.0
20200412:0310,0.0,0.0,0.0,9.55,2.55,0.0
20200412:0410,0.0,0.0,0.0,9.04,2.55,0.0
20200412:0510,7.8,6.64,2.67,8.63,2.48,0.0
20200412:0610,2224.2,169.91,12.11,9.31,2.14,0.0
20200412:0710,6750.2,422.33,21.51,13.03,1.52,0.0
20200412:0810,10725.6,668.85,30.43,15.98,1.59,0.0
20200412:0910,13715.0,874.51,38.31,17.48,1.86,0.0
20200412:1010,15532.4,1005.41,44.34,18.57,2.34,0.0
20200412:1110,16529.6,1079.55,47.59,19.26,2.62,0.0
20200412:1210,15996.4,1036.84,47.34,19.32,2.83,0.0
20200412:1310,11684.8,735.91,43.66,19.49,2.9,0.0
20200412:1410,7247.0,452.9,37.32,19.66,2.76,0.0
20200412:1510,8704.0,545.63,29.26,19.07,2.41,0.0
20200412:1610,4520.6,301.11,20.24,18.72,1.86,0.0
20200412:1710,981.8,82.39,10.81,18.19,0.9,0.0
20200412:1810,0.0,0.0,0.0,16.54,1.59,0.0
20200412:1910,0.0,0.0,0.0,15.6,0.97,0.0
20200412:2010,0.0,0.0,0.0,13.48,1.52,0.0
20200412:2110,0.0,0.0,0.0,11.99,1.66,0.0
20200412:2210,0.0,0.0,0.0,10.38,2.07,0.0
20200412:2310,0.0,0.0,0.0,9.46,2.14,0.0
20200413:0010,0.0,0.0,0.0,8.93,2.07,0.0
20200413:0110,0.0,0.0,0.0,9.22,1.72,0.0
20200413:0210,0.0,0.0,0.0,9.72,1.66,0.0
20200413:0310,0.0,0.0,0.0,7.71,2.62,0.0
20200413:0410,0.0,0.0,0.0,7.12,3.1,0.0
20200413:0510,0.0,1.66,2.99,6.42,3.59,0.0
20200413:0610,559.8,46.72,12.43,6.39,3.72,0.0
20200413:0710,1591.8,107.37,21.84,6.58,5.38,0.0
20200413:0810,1067.4,77.27,30.77,6.81,5.17,0.0
20200413:0910,1610.8,108.72,38.66,7.2,5.1,0.0
20200413:1010,3424.4,210.88,44.71,7.66,5.1,0.0
20200413:1110,4458.4,269.26,47.96,8.21,5.24,0.0
20200413:1210,13300.0,784.11,47.7,8.98,5.52,0.0
20200413:1310,15565.6,925.04,43.98,9.42,5.52,0.0
20200413:1410,13643.8,804.12,37.6,9.56,5.38,0.0
20200413:1510,9908.8,583.01,29.52,9.33,5.31,0.0
20200413:1610,5366.6,338.29,20.48,8.7,5.52,0.0
20200413:1710,983.8,100.96,11.05,7.72,5.45,0.0
20200413:1810,0.0,0.0,0.0,6.63,4.55,0.0
20200413:1910,0.0,0.0,0.0,5.32,4.21,0.0
20200413:2010,0.0,0.0,0.0,4.53,3.93,0.0
20200413:2110,0.0,0.0,0.0,3.79,3.66,0.0
20200413:2210,0.0,0.0,0.0,3.15,3.45,0.0
20200413:2310,0.0,0.0,0.0,2.51,3.1,0.0
20200414:0010,0.0,0.0,0.0,1.95,2.97,0.0
20200414:0110,0.0,0.0,0.0,1.59,2.76,0.0
20200414:0210,0.0,0.0,0.0,1.47,2.34,0.0
20200414:0310,0.0,0.0,0.0,1.07,2.14,0.0
20200414:0410,0.0,0.0,0.0,0.93,2.0,0.0
20200414:0510,9.0,6.64,3.32,1.01,1.93,0.0
20200414:0610,1761.4,122.8,12.75,1.72,1.72,0.0
20200414:0710,3872.6,233.62,22.16,2.97,2.62,0.0
20200414:0810,5283.2,310.05,31.1,4.32,3.86,0.0
20200414:0910,6319.2,369.36,39.01,5.31,3.93,0.0
20200414:1010,8621.0,501.96,45.07,5.53,3.52,0.0
20200414:1110,8903.8,521.89,48.33,6.33,3.17,0.0
20200414:1210,13192.6,786.59,48.04,6.66,2.76,0.0
20200414:1310,9404.4,554.87,44.29,7.24,2.69,0.0
20200414:1410,8441.2,497.66,37.88,7.4,2.62,0.0
20200414:1510,8808.2,521.78,29.77,7.71,2.69,0.0
20200414:1610,5197.2,328.31,20.72,7.55,2.76,0.0
20200414:1710,1004.2,101.06,11.29,7.33,2.76,0.0
20200414:1810,0.0,0.0,0.0,6.7,2.0,0.0
20200414:1910,0.0,0.0,0.0,5.49,1.86,0.0
20200414:2010,0.0,0.0,0.0,4.47,1.79,0.0
20200414:2110,0.0,0.0,0.0,3.39,1.79,0.0
20200414:2210,0.0,0.0,0.0,2.27,1.66,0.0
20200414:2310,0.0,0.0,0.0,1.83,1.38,0.0
20200415:0010,0.0,0.0,0.0,1.53,1.31,0.0
20200415:0110,0.0,0.0,0.0,0.89,1.59,0.0
20200415:0210,0.0,0.0,0.0,0.31,1.72,0.0
20200415:0310,0.0,0.0,0.0,0.35,1.52,0.0
20200415:0410,0.0,0.0,0.0,0.12,1.59,0.0
20200415:0510,88.8,14.11,3.64,-0.15,1.66,0.0
20200415:0610,1940.0,135.37,13.07,1.59,1.17,0.0
20200415:0710,5232.6,316.11,22.48,5.71,1.59,0.0
20200415:0810,9499.0,564.26,31.43,8.28,2.21,0.0
20200415:0910,12612.6,766.36,39.35,10.27,2.14,0.0
20200415:1010,15082.4,947.96,45.43,11.97,1.79,0.0
20200415:1110,15768.6,1009.34,48.69,13.41,1.66,0.0
20200415:1210,15497.6,1001.98,48.39,14.62,1.38,0.0
20200415:1310,14597.0,938.17,44.61,15.51,1.38,0.0
20200415:1410,12072.6,759.75,38.16,16.1,1.52,0.0
20200415:1510,8506.0,529.63,30.02,16.36,1.66,0.0
20200415:1610,5114.2,339.35,20.96,16.26,1.93,0.0
20200415:1710,1034.0,101.02,11.52,15.51,2.07,0.0
20200415:1810,0.0,0.0,0.0,13.58,2.28,0.0
20200415:1910,0.0,0.0,0.0,12.6,2.55,0.0
20200415:2010,0.0,0.0,0.0,10.97,2.48,0.0
20200415:2110,0.0,0.0,0.0,9.8,2.62,0.0
20200415:2210,0.0,0.0,0.0,9.04,2.69,0.0
20200415:2310,0.0,0.0,0.0,8.42,2.83,0.0
20200416:0010,0.0,0.0,0.0,7.96,2.9,0.0
20200416:0110,0.0,0.0,0.0,7.55,2.9,0.0
20200416:0210,0.0,0.0,0.0,7.39,2.97,0.0
20200416:0310,0.0,0.0,0.0,7.5,3.1,0.0
20200416:0410,0.0,0.0,0.0,7.77,3.1,0.0
20200416:0510,135.6,18.26,3.95,7.92,3.1,0.0
20200416:0610,2483.6,188.04,13.38,9.13,2.83,0.0
20200416:0710,7033.8,433.93,22.8,11.88,2.55,0.0
20200416:0810,10963.8,674.35,31.76,14.98,2.41,0.0
20200416:0910,13822.2,870.92,39.69,16.9,2.48,0.0
20200416:1010,15349.6,991.58,45.79,18.22,2.28,0.0
20200416:1110,15900.2,1048.84,49.05,19.3,1.86,0.0
20200416:1210,15920.6,1060.28,48.73,20.26,1.66,0.0
20200416:1310,14314.0,945.99,44.92,20.91,1.38,0.0
20200416:1410,11362.6,734.77,38.44,21.21,1.24,0.0
20200416:1510,8859.8,567.23,30.27,21.15,1.38,0.0
20200416:1610,4734.6,319.64,21.2,20.68,1.72,0.0
20200416:1710,988.8,102.07,11.75,19.51,1.45,0.0
20200416:1810,6.6,6.64,2.36,17.92,2.14,0.0
20200416:1910,0.0,0.0,0.0,17.1,2.07,0.0
20200416:2010,0.0,0.0,0.0,15.4,2.0,0.0
20200416:2110,0.0,0.0,0.0,13.65,1.66,0.0
20200416:2210,0.0,0.0,0.0,14.54,1.03,0.0
20200416:2310,0.0,0.0,0.0,12.82,1.17,0.0
20200417:0010,0.0,0.0,0.0,11.13,1.38,0.0
20200417:0110,0.0,0.0,0.0,10.33,1.31,0.0
20200417:0210,0.0,0.0,0.0,9.7,1.17,0.0
20200417:0310,0.0,0.0,0.0,9.02,1.1,0.0
20200417:0410,0.0,0.0,0.0,7.77,1.24,0.0
20200417:0510,136.8,18.26,4.26,6.44,1.52,0.0
20200417:0610,2334.0,170.03,13.69,7.28,1.31,0.0
20200417:0710,6764.2,418.48,23.11,11.32,1.59,0.0
20200417:0810,10746.8,656.05,32.08,12.96,2.07,0.0
20200417:0910,13717.4,853.6,40.03,14.54,2.41,0.0
20200417:1010,15606.6,992.25,46.14,15.93,2.55,0.0
20200417:1110,16414.4,1055.01,49.41,17.09,2.76,0.0
20200417:1210,16390.8,1058.9,49.07,18.17,2.76,0.0
20200417:1310,14765.2,943.85,45.22,18.84,2.76,0.0
20200417:1410,11622.2,728.1,38.71,19.19,2.97,0.0
20200417:1510,8871.0,555.2,30.52,19.53,2.97,0.0
20200417:1610,4742.6,316.67,21.43,19.41,2.97,0.0
20200417:1710,961.2,101.67,11.98,18.58,2.69,0.0
20200417:1810,6.8,6.64,2.6,16.88,2.41,0.0
20200417:1910,0.0,0.0,0.0,14.61,2.69,0.0
20200417:2010,0.0,0.0,0.0,13.49,2.48,0.0
20200417:2110,0.0,0.0,0.0,12.58,2.21,0.0
20200417:2210,0.0,0.0,0.0,11.69,1.86,0.0
20200417:2310,0.0,0.0,0.0,10.44,1.59,0.0
20200418:0010,0.0,0.0,0.0,9.5,1.52,0.0
20200418:0110,0.0,0.0,0.0,8.79,1.59,0.0
20200418:0210,0.0,0.0,0.0,8.07,1.72,0.0
20200418:0310,0.0,0.0,0.0,7.59,1.66,0.0
20200418:0410,0.0,0.0,0.0,7.21,1.66,0.0
20200418:0510,147.0,19.09,4.57,7.19,1.66,0.0
20200418:0610,793.8,62.05,14.0,9.42,1.17,0.0
20200418:0710,972.8,73.68,23.42,12.95,1.72,0.0
20200418:0810,4288.4,269.67,32.4,15.28,1.86,0.0
20200418:0910,6823.6,422.01,40.37,16.36,2.14,0.0
20200418:1010,9471.4,586.34,46.49,16.55,2.34,0.0
20200418:1110,5663.4,353.13,49.76,16.63,2.48,0.0
20200418:1210,898.4,70.08,49.41,16.42,2.07,0.0
20200418:1310,4969.4,311.38,45.53,15.71,1.72,0.0
20200418:1410,6083.6,380.64,38.98,16.2,0.83,0.0
20200418:1510,952.8,73.68,30.77,16.73,0.48,0.0
20200418:1610,3426.4,226.81,21.67,16.56,0.83,0.0
20200418:1710,1102.6,87.58,12.21,15.25,1.52,0.0
20200418:1810,1.0,5.81,2.83,14.05,1.1,0.0
20200418:1910,0.0,0.0,0.0,12.5,1.38,0.0
20200418:2010,0.0,0.0,0.0,11.67,1.38,0.0
20200418:2110,0.0,0.0,0.0,10.66,1.45,0.0
20200418:2210,0.0,0.0,0.0,9.6,1.45,0.0
20200418:2310,0.0,0.0,0.0,8.8,1.45,0.0
20200419:0010,0.0,0.0,0.0,8.2,1.38,0.0
20200419:0110,0.0,0.0,0.0,8.05,1.45,0.0
20200419:0210,0.0,0.0,0.0,7.92,1.45,0.0
20200419:0310,0.0,0.0,0.0,8.06,1.45,0.0
20200419:0410,0.0,0.0,0.0,8.05,1.38,0.0
20200419:0510,22.4,8.3,4.88,8.0,1.03,0.0
20200419:0610,785.6,61.1,14.3,8.38,1.38,0.0
20200419:0710,1447.2,100.63,23.72,9.18,1.03,0.0
20200419:0810,1490.0,103.33,32.72,9.82,1.45,0.0
20200419:0910,1699.2,115.91,40.7,10.84,1.79,0.0
20200419:1010,1758.2,119.5,46.84,11.25,2.0,0.0
20200419:1110,1251.0,89.85,50.12,11.64,2.55,0.0
20200419:1210,1190.0,86.26,49.75,11.88,3.24,0.0
20200419:1310,2625.8,169.82,45.83,12.28,3.72,0.0
20200419:1410,4192.8,260.32,39.25,13.19,4.0,0.0
20200419:1510,7152.4,433.59,31.01,14.16,4.41,0.0
20200419:1610,2017.4,136.56,21.9,14.74,4.0,0.0
20200419:1710,1196.6,96.61,12.44,14.85,3.72,0.0
20200419:1810,0.0,3.32,3.07,13.97,3.45,0.0
20200419:1910,0.0,0.0,0.0,12.72,3.79,0.0
20200419:2010,0.0,0.0,0.0,11.87,4.14,0.0
20200419:2110,0.0,0.0,0.0,10.83,4.41,0.0
20200419:2210,0.0,0.0,0.0,9.93,4.41,0.0
20200419:2310,0.0,0.0,0.0,9.17,4.21,0.0
20200420:0010,0.0,0.0,0.0,8.45,4.0,0.0
20200420:0110,0.0,0.0,0.0,7.74,4.0,0.0
20200420:0210,0.0,0.0,0.0,7.19,3.93,0.0
20200420:0310,0.0,0.0,0.0,6.63,4.0,0.0
20200420:0410,0.0,0.0,0.0,6.24,4.0,0.0
20200420:0510,251.4,26.56,5.18,6.02,4.07,0.0
20200420:0610,2822.6,208.08,14.6,6.75,4.0,0.0
20200420:0710,7742.0,463.31,24.03,8.2,4.97,0.0
20200420:0810,11974.8,702.41,33.03,9.72,5.79,0.0
20200420:0910,15252.2,907.28,41.02,11.32,6.28,0.0
20200420:1010,17235.0,1042.56,47.18,12.84,6.55,0.0
20200420:1110,18084.8,1106.3,50.46,14.15,6.69,0.0
20200420:1210,18054.8,1108.64,50.08,15.16,6.76,0.0
20200420:1310,16518.4,1008.45,46.13,15.83,6.76,0.0
20200420:1410,13831.2,835.13,39.52,16.16,6.9,0.0
20200420:1510,10008.2,604.43,31.26,16.16,7.03,0.0
20200420:1610,5357.0,348.22,22.13,15.71,6.9,0.0
20200420:1710,1004.2,107.57,12.67,14.83,6.14,0.0
20200420:1810,72.0,13.28,3.3,13.42,6.0,0.0
20200420:1910,0.0,0.0,0.0,12.56,6.0,0.0
20200420:2010,0.0,0.0,0.0,11.52,6.0,0.0
20200420:2110,0.0,0.0,0.0,10.63,5.86,0.0
20200420:2210,0.0,0.0,0.0,9.91,5.59,0.0
20200420:2310,0.0,0.0,0.0,9.32,5.38,0.0
20200421:0010,0.0,0.0,0.0,8.79,5.17,0.0
20200421:0110,0.0,0.0,0.0,8.35,4.97,0.0
20200421:0210,0.0,0.0,0.0,7.82,4.83,0.0
20200421:0310,0.0,0.0,0.0,7.33,4.76,0.0
20200421:0410,0.0,0.0,0.0,6.94,4.83,0.0
20200421:0510,274.4,28.22,5.48,6.69,4.97,0.0
20200421:0610,2847.4,208.22,14.89,7.35,4.83,0.0
20200421:0710,7655.0,457.58,24.32,8.7,5.79,0.0
20200421:0810,11954.2,701.03,33.34,10.3,6.41,0.0
20200421:0910,15074.0,898.01,41.35,12.04,6.55,0.0
20200421:1010,16984.2,1031.28,47.52,13.73,6.55,0.0
20200421:1110,17803.6,1094.79,50.81,15.23,6.62,0.0
20200421:1210,17749.0,1096.39,50.41,16.42,6.69,0.0
20200421:1310,16127.2,990.81,46.42,17.29,6.76,0.0
20200421:1410,13560.0,825.53,39.78,17.76,6.76,0.0
20200421:1510,9877.6,602.16,31.5,17.82,6.69,0.0
20200421:1610,5333.2,349.8,22.36,17.39,6.41,0.0
20200421:1710,1023.4,108.74,12.9,16.5,5.66,0.0
20200421:1810,80.6,14.11,3.53,15.06,5.59,0.0
20200421:1910,0.0,0.0,0.0,14.13,5.45,0.0
20200421:2010,0.0,0.0,0.0,13.13,5.17,0.0
20200421:2110,0.0,0.0,0.0,12.31,4.83,0.0
20200421:2210,0.0,0.0,0.0,11.58,4.55,0.0
20200421:2310,0.0,0.0,0.0,10.93,4.34,0.0
20200422:0010,0.0,0.0,0.0,10.28,4.21,0.0
20200422:0110,0.0,0.0,0.0,9.63,4.0,0.0
20200422:0210,0.0,0.0,0.0,9.01,4.0,0.0
20200422:0310,0.0,0.0,0.0,8.46,4.07,0.0
20200422:0410,0.0,0.0,0.0,7.99,4.14,0.0
20200422:0510,297.0,29.88,5.77,7.68,4.14,0.0
20200422:0610,2880.4,211.48,15.18,8.4,3.93,0.0
20200422:0710,7665.4,463.68,24.62,10.24,4.48,0.0
20200422:0810,11847.0,704.65,33.64,11.85,5.1,0.0
20200422:0910,14903.2,901.63,41.67,13.53,5.31,0.0
20200422:1010,16880.2,1041.25,47.86,15.17,5.45,0.0
20200422:1110,17554.6,1097.19,51.15,16.65,5.45,0.0
20200422:1210,17574.6,1105.53,50.73,17.89,5.38,0.0
20200422:1310,15963.2,998.56,46.72,18.78,5.31,0.0
20200422:1410,13361.0,827.28,40.04,19.27,5.17,0.0
20200422:1510,9740.2,602.67,31.74,19.39,5.03,0.0
20200422:1610,5293.4,351.92,22.58,19.08,4.83,0.0
20200422:1710,1008.2,109.22,13.12,18.21,4.0,0.0
20200422:1810,98.8,15.77,3.77,16.54,3.86,0.0
20200422:1910,0.0,0.0,0.0,15.11,4.0,0.0
20200422:2010,0.0,0.0,0.0,13.85,4.0,0.0
20200422:2110,0.0,0.0,0.0,12.74,3.72,0.0
20200422:2210,0.0,0.0,0.0,11.68,3.31,0.0
20200422:2310,0.0,0.0,0.0,10.73,2.9,0.0
20200423:0010,0.0,0.0,0.0,9.94,2.76,0.0
20200423:0110,0.0,0.0,0.0,9.1,2.62,0.0
20200423:0210,0.0,0.0,0.0,8.47,2.62,0.0
20200423:0310,0.0,0.0,0.0,7.97,2.62,0.0
20200423:0410,0.0,0.0,0.0,7.54,2.62,0.0
20200423:0510,273.2,28.22,6.06,7.36,2.62,0.0
20200423:0610,2857.0,210.49,15.47,9.04,2.48,0.0
20200423:0710,7352.4,453.79,24.91,12.14,2.28,0.0
20200423:0810,11189.2,684.39,33.94,14.51,2.9,0.0
20200423:0910,14149.6,886.53,41.98,16.32,2.9,0.0
20200423:1010,15930.2,1023.12,48.19,17.71,2.76,0.0
20200423:1110,16518.6,1078.83,51.49,18.66,2.48,0.0
20200423:1210,16291.6,1072.99,51.05,19.43,2.14,0.0
20200423:1310,14884.8,975.34,47.01,19.96,1.79,0.0
20200423:1410,12426.8,803.73,40.3,20.26,1.38,0.0
20200423:1510,9078.4,581.85,31.97,20.36,1.1,0.0
20200423:1610,5159.0,351.24,22.81,20.16,1.03,0.0
20200423:1710,1179.4,91.87,13.34,19.61,1.24,0.0
20200423:1810,107.6,16.6,3.99,17.97,1.72,0.0
20200423:1910,0.0,0.0,0.0,16.16,1.66,0.0
20200423:2010,0.0,0.0,0.0,13.69,1.86,0.0
20200423:2110,0.0,0.0,0.0,11.94,2.21,0.0
20200423:2210,0.0,0.0,0.0,10.77,2.28,0.0
20200423:2310,0.0,0.0,0.0,10.46,2.48,0.0
20200424:0010,0.0,0.0,0.0,10.56,2.69,0.0
20200424:0110,0.0,0.0,0.0,10.55,2.83,0.0
20200424:0210,0.0,0.0,0.0,10.25,2.83,0.0
20200424:0310,0.0,0.0,0.0,9.93,2.83,0.0
20200424:0410,0.0,0.0,0.0,9.63,2.76,0.0
20200424:0510,306.0,30.71,6.35,9.5,2.69,0.0
20200424:0610,1968.6,136.51,15.75,10.62,2.48,0.0
20200424:0710,5137.6,317.04,25.19,12.19,2.97,0.0
20200424:0810,10333.0,627.15,34.23,13.87,3.17,0.0
20200424:0910,13501.0,834.71,42.29,15.46,3.38,0.0
20200424:1010,15235.2,955.82,48.52,16.62,3.72,0.0
20200424:1110,16461.2,1043.95,51.82,17.43,3.93,0.0
20200424:1210,16677.4,1060.38,51.37,17.99,4.0,0.0
20200424:1310,15194.0,957.33,47.3,18.42,4.0,0.0
20200424:1410,9912.4,612.39,40.56,18.63,3.93,0.0
20200424:1510,7208.0,447.61,32.21,18.58,3.79,0.0
20200424:1610,4216.6,276.68,23.03,18.21,3.59,0.0
20200424:1710,1190.6,110.8,13.56,17.55,3.1,0.0
20200424:1810,119.0,17.43,4.22,16.19,2.41,0.0
20200424:1910,0.0,0.0,0.0,13.83,2.9,0.0
20200424:2010,0.0,0.0,0.0,12.36,2.97,0.0
20200424:2110,0.0,0.0,0.0,10.95,2.9,0.0
20200424:2210,0.0,0.0,0.0,9.64,2.48,0.0
20200424:2310,0.0,0.0,0.0,8.44,2.07,0.0
20200425:0010,0.0,0.0,0.0,7.22,1.93,0.0
20200425:0110,0.0,0.0,0.0,6.1,1.93,0.0
20200425:0210,0.0,0.0,0.0,5.06,2.0,0.0
20200425:0310,0.0,0.0,0.0,4.61,1.93,0.0
